alert_id,tweet_id,school,city,risk_level,risk_score,sentiment,category,status,created_at,alert_type,priority
alert_dummy_399_1765683537_1765683540,dummy_399_1765683537,SMA Swasta XYZ Surabaya,Surabaya,merah,21.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_401_1765683537_1765683540,dummy_401_1765683537,SMA Negeri 4 Jakarta,Jakarta,merah,10.0,netral,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_402_1765683537_1765683540,dummy_402_1765683537,SMA Negeri 3 Denpasar,Denpasar,merah,15.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_404_1765683537_1765683540,dummy_404_1765683537,SMA Swasta XYZ Makassar,Makassar,merah,15.0,negatif,pelaku,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_406_1765683537_1765683540,dummy_406_1765683537,SMP Negeri 3 Tangerang,Tangerang,merah,14.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_408_1765683537_1765683540,dummy_408_1765683537,SMP Negeri 3 Surabaya,Surabaya,merah,13.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_409_1765683537_1765683540,dummy_409_1765683537,SMA Swasta XYZ Tangerang,Tangerang,merah,18.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_412_1765683537_1765683540,dummy_412_1765683537,SMP Negeri 2 Malang,Malang,merah,21.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_413_1765683537_1765683540,dummy_413_1765683537,SMP Swasta ABC Yogyakarta,Yogyakarta,merah,15.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_415_1765683537_1765683540,dummy_415_1765683537,SMP Swasta ABC Bekasi,Bekasi,merah,10.0,netral,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_416_1765683537_1765683540,dummy_416_1765683537,SMP Swasta ABC Makassar,Makassar,merah,13.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_418_1765683537_1765683540,dummy_418_1765683537,SMA Negeri 3 Medan,Medan,merah,15.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_419_1765683537_1765683540,dummy_419_1765683537,SMP Negeri 2 Denpasar,Denpasar,merah,12.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_420_1765683537_1765683540,dummy_420_1765683537,SMP Negeri 4 Depok,Depok,merah,15.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_422_1765683537_1765683540,dummy_422_1765683537,SMP Negeri 2 Jakarta,Jakarta,merah,16.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_424_1765683537_1765683540,dummy_424_1765683537,SMP Negeri 3 Bekasi,Bekasi,merah,13.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_427_1765683537_1765683540,dummy_427_1765683537,SMA Swasta XYZ Mataram,Mataram,merah,16.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_428_1765683537_1765683540,dummy_428_1765683537,SMP Negeri 2 Jakarta,Jakarta,merah,16.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_429_1765683537_1765683540,dummy_429_1765683537,SMA Negeri 4 Medan,Medan,merah,9.0,netral,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_431_1765683537_1765683540,dummy_431_1765683537,SMA Negeri 1 Makassar,Makassar,merah,19.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_432_1765683537_1765683540,dummy_432_1765683537,SMK Negeri 2 Yogyakarta,Yogyakarta,merah,13.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_433_1765683537_1765683540,dummy_433_1765683537,SMA Negeri 3 Bandung,Bandung,merah,13.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_434_1765683537_1765683540,dummy_434_1765683537,SMP Negeri 4 Medan,Medan,merah,16.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_437_1765683537_1765683540,dummy_437_1765683537,SMK Negeri 1 Jakarta,Jakarta,merah,9.0,netral,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_440_1765683537_1765683540,dummy_440_1765683537,SMK Negeri 1 Jakarta,Jakarta,merah,18.0,negatif,pelaku,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_441_1765683537_1765683540,dummy_441_1765683537,SMP Negeri 2 Surakarta,Surakarta,merah,13.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_442_1765683537_1765683540,dummy_442_1765683537,SMA Negeri 3 Bekasi,Bekasi,merah,12.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_447_1765683537_1765683540,dummy_447_1765683537,SMK Negeri 1 Bandung,Bandung,merah,16.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_450_1765683537_1765683540,dummy_450_1765683537,SMP Negeri 3 Mataram,Mataram,merah,21.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_451_1765683537_1765683540,dummy_451_1765683537,SMA Negeri 2 Surakarta,Surakarta,merah,18.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_452_1765683537_1765683540,dummy_452_1765683537,SMP Negeri 4 Jakarta,Jakarta,merah,15.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_456_1765683537_1765683540,dummy_456_1765683537,SMK Negeri 2 Surabaya,Surabaya,merah,21.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_461_1765683537_1765683540,dummy_461_1765683537,SMP Negeri 2 Jakarta,Jakarta,merah,18.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_462_1765683537_1765683540,dummy_462_1765683537,SMK Negeri 1 Bandung,Bandung,merah,16.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_464_1765683537_1765683540,dummy_464_1765683537,SMP Negeri 1 Surakarta,Surakarta,merah,10.0,netral,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_465_1765683537_1765683540,dummy_465_1765683537,SMP Swasta ABC Surabaya,Surabaya,merah,14.0,negatif,pelaku,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_469_1765683537_1765683540,dummy_469_1765683537,SMA Negeri 4 Medan,Medan,merah,21.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_470_1765683537_1765683540,dummy_470_1765683537,SMK Negeri 1 Medan,Medan,merah,12.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_471_1765683537_1765683540,dummy_471_1765683537,SMP Negeri 1 Surabaya,Surabaya,merah,21.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_472_1765683537_1765683540,dummy_472_1765683537,SMP Negeri 3 Makassar,Makassar,merah,17.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_473_1765683537_1765683540,dummy_473_1765683537,SMA Negeri 4 Palembang,Palembang,merah,13.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_474_1765683537_1765683540,dummy_474_1765683537,SMP Negeri 1 Malang,Malang,merah,15.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_476_1765683537_1765683540,dummy_476_1765683537,SMA Negeri 3 Yogyakarta,Yogyakarta,merah,10.0,netral,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_477_1765683537_1765683540,dummy_477_1765683537,SMK Negeri 2 Semarang,Semarang,merah,18.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_478_1765683537_1765683540,dummy_478_1765683537,SMA Negeri 4 Palembang,Palembang,merah,16.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_480_1765683537_1765683540,dummy_480_1765683537,SMP Negeri 3 Yogyakarta,Yogyakarta,merah,18.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_481_1765683537_1765683540,dummy_481_1765683537,SMA Negeri 4 Surakarta,Surakarta,merah,18.0,negatif,pelaku,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_482_1765683537_1765683540,dummy_482_1765683537,SMA Negeri 1 Yogyakarta,Yogyakarta,merah,16.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_483_1765683537_1765683540,dummy_483_1765683537,SMP Swasta ABC Jakarta,Jakarta,merah,18.0,negatif,pelaku,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_484_1765683537_1765683540,dummy_484_1765683537,SMP Negeri 4 Medan,Medan,merah,16.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_486_1765683537_1765683540,dummy_486_1765683537,SMK Negeri 2 Jakarta,Jakarta,merah,16.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_487_1765683537_1765683540,dummy_487_1765683537,SMP Negeri 3 Medan,Medan,merah,13.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_488_1765683537_1765683540,dummy_488_1765683537,SMK Negeri 2 Surakarta,Surakarta,merah,16.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_491_1765683537_1765683540,dummy_491_1765683537,SMK Negeri 2 Tangerang,Tangerang,merah,15.0,negatif,saksi,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_492_1765683537_1765683540,dummy_492_1765683537,SMP Negeri 2 Palembang,Palembang,merah,20.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_494_1765683537_1765683540,dummy_494_1765683537,SMK Negeri 2 Makassar,Makassar,merah,15.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_499_1765683537_1765683540,dummy_499_1765683537,SMA Negeri 3 Tangerang,Tangerang,merah,21.0,negatif,korban,new,2025-12-14 11:39:00,tweet_analysis,
alert_dummy_0_1765684064_1765684067,dummy_0_1765684064,SMP Negeri 2 Medan,Medan,merah,14.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_1_1765684064_1765684067,dummy_1_1765684064,SMA Negeri 3 Mataram,Mataram,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_2_1765684064_1765684067,dummy_2_1765684064,SMP Negeri 4 Yogyakarta,Yogyakarta,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_3_1765684064_1765684067,dummy_3_1765684064,SMK Negeri 2 Makassar,Makassar,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_4_1765684064_1765684067,dummy_4_1765684064,SMA Negeri 1 Makassar,Makassar,merah,15.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_5_1765684064_1765684067,dummy_5_1765684064,SMP Swasta ABC Medan,Medan,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_8_1765684064_1765684067,dummy_8_1765684064,SMP Negeri 1 Surabaya,Surabaya,merah,10.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_11_1765684064_1765684067,dummy_11_1765684064,SMA Negeri 1 Makassar,Makassar,merah,16.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_13_1765684064_1765684067,dummy_13_1765684064,SMA Negeri 3 Makassar,Makassar,merah,11.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_16_1765684064_1765684067,dummy_16_1765684064,SMP Swasta ABC Surakarta,Surakarta,merah,9.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_18_1765684064_1765684067,dummy_18_1765684064,SMP Negeri 1 Bandung,Bandung,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_19_1765684064_1765684067,dummy_19_1765684064,SMP Negeri 4 Denpasar,Denpasar,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_20_1765684064_1765684067,dummy_20_1765684064,SMP Swasta ABC Malang,Malang,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_21_1765684064_1765684067,dummy_21_1765684064,SMP Negeri 1 Bekasi,Bekasi,merah,10.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_22_1765684064_1765684067,dummy_22_1765684064,SMA Negeri 3 Makassar,Makassar,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_23_1765684064_1765684067,dummy_23_1765684064,SMA Negeri 3 Bandung,Bandung,merah,19.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_24_1765684064_1765684067,dummy_24_1765684064,SMA Negeri 4 Denpasar,Denpasar,merah,20.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_25_1765684064_1765684067,dummy_25_1765684064,SMA Negeri 2 Yogyakarta,Yogyakarta,merah,16.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_26_1765684064_1765684067,dummy_26_1765684064,SMK Negeri 1 Semarang,Semarang,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_29_1765684064_1765684067,dummy_29_1765684064,SMP Negeri 2 Denpasar,Denpasar,merah,12.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_30_1765684064_1765684067,dummy_30_1765684064,SMP Negeri 1 Depok,Depok,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_34_1765684064_1765684067,dummy_34_1765684064,SMP Negeri 4 Bekasi,Bekasi,merah,11.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_35_1765684064_1765684067,dummy_35_1765684064,SMP Negeri 4 Jakarta,Jakarta,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_36_1765684064_1765684067,dummy_36_1765684064,SMP Swasta ABC Denpasar,Denpasar,merah,16.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_37_1765684064_1765684067,dummy_37_1765684064,SMA Negeri 3 Surabaya,Surabaya,merah,18.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_40_1765684064_1765684067,dummy_40_1765684064,SMK Negeri 1 Tangerang,Tangerang,merah,16.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_41_1765684064_1765684067,dummy_41_1765684064,SMA Negeri 2 Depok,Depok,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_42_1765684064_1765684067,dummy_42_1765684064,SMA Negeri 3 Bandung,Bandung,merah,10.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_50_1765684064_1765684067,dummy_50_1765684064,SMA Negeri 4 Surabaya,Surabaya,merah,15.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_51_1765684064_1765684067,dummy_51_1765684064,SMA Negeri 2 Depok,Depok,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_52_1765684064_1765684067,dummy_52_1765684064,SMA Negeri 2 Depok,Depok,merah,16.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_57_1765684064_1765684067,dummy_57_1765684064,SMA Negeri 2 Bekasi,Bekasi,merah,14.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_58_1765684064_1765684067,dummy_58_1765684064,SMP Negeri 4 Yogyakarta,Yogyakarta,merah,17.0,negatif,pelaku,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_59_1765684064_1765684067,dummy_59_1765684064,SMP Negeri 4 Bekasi,Bekasi,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_62_1765684064_1765684067,dummy_62_1765684064,SMA Negeri 2 Surabaya,Surabaya,merah,10.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_63_1765684064_1765684067,dummy_63_1765684064,SMA Negeri 2 Tangerang,Tangerang,merah,16.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_65_1765684064_1765684067,dummy_65_1765684064,SMP Negeri 1 Bekasi,Bekasi,merah,18.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_69_1765684064_1765684067,dummy_69_1765684064,SMA Negeri 3 Mataram,Mataram,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_71_1765684064_1765684067,dummy_71_1765684064,SMP Negeri 2 Medan,Medan,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_72_1765684064_1765684067,dummy_72_1765684064,SMP Swasta ABC Jakarta,Jakarta,merah,18.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_73_1765684064_1765684067,dummy_73_1765684064,SMA Negeri 4 Surakarta,Surakarta,merah,16.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_74_1765684064_1765684067,dummy_74_1765684064,SMP Negeri 3 Jakarta,Jakarta,merah,18.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_75_1765684064_1765684067,dummy_75_1765684064,SMP Negeri 3 Bekasi,Bekasi,merah,16.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_76_1765684064_1765684067,dummy_76_1765684064,SMA Negeri 1 Surakarta,Surakarta,merah,21.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_77_1765684064_1765684067,dummy_77_1765684064,SMK Negeri 1 Surakarta,Surakarta,merah,10.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_78_1765684064_1765684067,dummy_78_1765684064,SMP Swasta ABC Tangerang,Tangerang,merah,17.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_80_1765684064_1765684067,dummy_80_1765684064,SMK Negeri 2 Palembang,Palembang,merah,16.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_81_1765684064_1765684067,dummy_81_1765684064,SMP Negeri 1 Semarang,Semarang,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_83_1765684064_1765684067,dummy_83_1765684064,SMA Negeri 3 Surakarta,Surakarta,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_84_1765684064_1765684067,dummy_84_1765684064,SMP Negeri 1 Denpasar,Denpasar,merah,16.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_85_1765684064_1765684067,dummy_85_1765684064,SMP Negeri 1 Tangerang,Tangerang,merah,20.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_86_1765684064_1765684067,dummy_86_1765684064,SMK Negeri 2 Bekasi,Bekasi,merah,18.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_89_1765684064_1765684067,dummy_89_1765684064,SMK Negeri 2 Bekasi,Bekasi,merah,18.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_90_1765684064_1765684067,dummy_90_1765684064,SMA Negeri 3 Surakarta,Surakarta,merah,12.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_91_1765684064_1765684067,dummy_91_1765684064,SMA Negeri 2 Depok,Depok,merah,18.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_93_1765684064_1765684067,dummy_93_1765684064,SMK Negeri 2 Mataram,Mataram,merah,15.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_94_1765684064_1765684067,dummy_94_1765684064,SMP Negeri 1 Mataram,Mataram,merah,12.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_95_1765684064_1765684067,dummy_95_1765684064,SMA Negeri 4 Denpasar,Denpasar,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_96_1765684064_1765684067,dummy_96_1765684064,SMA Negeri 2 Depok,Depok,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_98_1765684064_1765684067,dummy_98_1765684064,SMP Negeri 4 Yogyakarta,Yogyakarta,merah,12.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_99_1765684064_1765684067,dummy_99_1765684064,SMA Negeri 1 Malang,Malang,merah,18.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_100_1765684064_1765684067,dummy_100_1765684064,SMA Negeri 2 Denpasar,Denpasar,merah,10.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_106_1765684064_1765684067,dummy_106_1765684064,SMA Negeri 1 Surabaya,Surabaya,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_107_1765684064_1765684067,dummy_107_1765684064,SMK Negeri 2 Medan,Medan,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_110_1765684064_1765684067,dummy_110_1765684064,SMP Swasta ABC Mataram,Mataram,merah,17.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_111_1765684064_1765684067,dummy_111_1765684064,SMA Negeri 3 Medan,Medan,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_113_1765684064_1765684067,dummy_113_1765684064,SMA Swasta XYZ Jakarta,Jakarta,merah,9.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_114_1765684064_1765684067,dummy_114_1765684064,SMP Negeri 4 Denpasar,Denpasar,merah,16.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_117_1765684064_1765684067,dummy_117_1765684064,SMK Negeri 1 Jakarta,Jakarta,merah,14.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_118_1765684064_1765684067,dummy_118_1765684064,SMA Negeri 4 Makassar,Makassar,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_119_1765684064_1765684067,dummy_119_1765684064,SMA Negeri 4 Denpasar,Denpasar,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_120_1765684064_1765684067,dummy_120_1765684064,SMP Negeri 3 Medan,Medan,merah,17.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_121_1765684064_1765684067,dummy_121_1765684064,SMA Negeri 4 Tangerang,Tangerang,merah,18.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_124_1765684064_1765684067,dummy_124_1765684064,SMK Negeri 1 Jakarta,Jakarta,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_126_1765684064_1765684067,dummy_126_1765684064,SMA Negeri 3 Yogyakarta,Yogyakarta,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_127_1765684064_1765684067,dummy_127_1765684064,SMP Swasta ABC Bekasi,Bekasi,merah,12.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_128_1765684064_1765684067,dummy_128_1765684064,SMA Negeri 2 Bekasi,Bekasi,merah,18.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_130_1765684064_1765684067,dummy_130_1765684064,SMP Negeri 3 Bekasi,Bekasi,merah,18.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_132_1765684064_1765684067,dummy_132_1765684064,SMP Negeri 4 Yogyakarta,Yogyakarta,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_133_1765684064_1765684067,dummy_133_1765684064,SMP Swasta ABC Denpasar,Denpasar,merah,16.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_135_1765684064_1765684067,dummy_135_1765684064,SMA Negeri 2 Tangerang,Tangerang,merah,9.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_136_1765684064_1765684067,dummy_136_1765684064,SMK Negeri 1 Surabaya,Surabaya,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_140_1765684064_1765684067,dummy_140_1765684064,SMP Swasta ABC Tangerang,Tangerang,merah,16.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_141_1765684064_1765684067,dummy_141_1765684064,SMA Negeri 4 Depok,Depok,merah,12.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_142_1765684064_1765684067,dummy_142_1765684064,SMA Negeri 4 Bandung,Bandung,merah,15.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_143_1765684064_1765684067,dummy_143_1765684064,SMP Negeri 3 Surakarta,Surakarta,merah,8.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_144_1765684064_1765684067,dummy_144_1765684064,SMP Negeri 3 Malang,Malang,merah,16.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_148_1765684064_1765684067,dummy_148_1765684064,SMP Negeri 3 Jakarta,Jakarta,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_149_1765684064_1765684067,dummy_149_1765684064,SMP Negeri 2 Jakarta,Jakarta,merah,16.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_151_1765684064_1765684067,dummy_151_1765684064,SMA Negeri 2 Makassar,Makassar,merah,8.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_152_1765684064_1765684067,dummy_152_1765684064,SMP Negeri 3 Depok,Depok,merah,10.0,netral,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_153_1765684064_1765684067,dummy_153_1765684064,SMA Negeri 2 Bekasi,Bekasi,merah,17.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_156_1765684064_1765684067,dummy_156_1765684064,SMP Negeri 2 Tangerang,Tangerang,merah,16.0,negatif,korban,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_157_1765684064_1765684067,dummy_157_1765684064,SMA Negeri 2 Tangerang,Tangerang,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_158_1765684064_1765684067,dummy_158_1765684064,SMA Negeri 3 Bekasi,Bekasi,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_161_1765684064_1765684067,dummy_161_1765684064,SMP Negeri 4 Yogyakarta,Yogyakarta,merah,11.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_166_1765684064_1765684067,dummy_166_1765684064,SMP Negeri 3 Surabaya,Surabaya,merah,13.0,negatif,saksi,new,2025-12-14 11:47:47,tweet_analysis,
alert_dummy_167_1765684064_1765684067,dummy_167_1765684064,SMA Negeri 4 Yogyakarta,Yogyakarta,merah,15.0,negatif,pelaku,new,2025-12-14 11:47:47,tweet_analysis,
