log_id,cctv_id,school,city,location,timestamp,crowd_level,noise_level,is_anomaly,warning_level,processed
,cctv_11,SMK Negeri 1 Bekasi,Bekasi,parkir,2025-12-14 15:45:00,5,40,TIDAK,hijau,False
,cctv_2,SMA Negeri 3 Mataram,Mataram,kelas,2025-12-14 10:57:00,19,96,TIDAK,hijau,False
,cctv_34,SMP Negeri 4 Denpasar,Denpasar,lorong,2025-12-14 15:17:00,5,60,TIDAK,hijau,False
,cctv_48,SMA Negeri 1 Tangerang,Tangerang,kantin,2025-12-14 12:55:00,91,90,TIDAK,hijau,False
,cctv_26,SMK Negeri 1 Tangerang,Tangerang,parkir,2025-12-14 13:08:00,18,65,TIDAK,hijau,False
,cctv_22,SMP Negeri 1 Bandung,Bandung,gerbang,2025-12-14 07:24:00,21,97,YA,merah,False
,cctv_12,SMA Negeri 2 Malang,Malang,toilet,2025-12-14 13:08:00,22,35,TIDAK,hijau,False
,cctv_38,SMP Negeri 2 Denpasar,Denpasar,kelas,2025-12-14 12:16:00,60,76,TIDAK,hijau,False
,cctv_23,SMA Negeri 2 Bekasi,Bekasi,lorong,2025-12-14 09:01:00,13,84,YA,kuning,False
,cctv_10,SMK Negeri 2 Surabaya,Surabaya,parkir,2025-12-14 11:16:00,71,89,YA,merah,False
,cctv_19,SMP Negeri 3 Depok,Depok,toilet,2025-12-14 15:42:00,68,62,YA,kuning,False
,cctv_24,SMA Negeri 3 Mataram,Mataram,lapangan,2025-12-14 12:56:00,9,52,TIDAK,hijau,False
,cctv_33,SMA Swasta XYZ Medan,Medan,kantin,2025-12-14 12:55:00,19,81,TIDAK,hijau,False
,cctv_14,SMP Negeri 4 Palembang,Palembang,lorong,2025-12-14 18:00:00,69,38,YA,merah,False
,cctv_12,SMK Negeri 2 Jakarta,Jakarta,kelas,2025-12-14 07:45:00,94,41,YA,kuning,False
,cctv_44,SMA Negeri 4 Bekasi,Bekasi,kantin,2025-12-14 19:28:00,72,48,YA,merah,False
,cctv_10,SMK Negeri 2 Surakarta,Surakarta,toilet,2025-12-14 16:44:00,68,61,YA,merah,False
,cctv_3,SMK Negeri 2 Tangerang,Tangerang,lapangan,2025-12-14 10:15:00,66,46,TIDAK,hijau,False
,cctv_1,SMK Negeri 2 Malang,Malang,kantin,2025-12-14 07:44:00,78,50,YA,kuning,False
,cctv_38,SMA Negeri 2 Bekasi,Bekasi,kantin,2025-12-14 15:36:00,45,57,YA,kuning,False
,cctv_28,SMA Negeri 2 Bandung,Bandung,toilet,2025-12-14 08:59:00,23,94,YA,merah,False
,cctv_36,SMP Negeri 3 Bekasi,Bekasi,kantin,2025-12-14 07:45:00,69,61,YA,kuning,False
,cctv_17,SMA Negeri 4 Semarang,Semarang,gerbang,2025-12-14 16:27:00,59,39,YA,merah,False
,cctv_34,SMA Swasta XYZ Depok,Depok,kelas,2025-12-14 10:38:00,14,86,TIDAK,hijau,False
,cctv_13,SMP Negeri 2 Jakarta,Jakarta,gerbang,2025-12-14 13:50:00,85,61,YA,kuning,False
,cctv_12,SMA Negeri 2 Semarang,Semarang,kantin,2025-12-14 12:01:00,97,93,TIDAK,hijau,False
,cctv_37,SMP Negeri 2 Surakarta,Surakarta,gerbang,2025-12-14 14:00:00,72,50,YA,kuning,False
,cctv_34,SMP Negeri 1 Bandung,Bandung,kantin,2025-12-14 10:13:00,67,90,TIDAK,hijau,False
,cctv_8,SMK Negeri 2 Surabaya,Surabaya,kantin,2025-12-14 20:41:00,4,46,TIDAK,hijau,False
,cctv_17,SMK Negeri 1 Semarang,Semarang,lapangan,2025-12-14 10:39:00,90,45,TIDAK,hijau,False
,cctv_46,SMP Negeri 1 Semarang,Semarang,kantin,2025-12-14 15:05:00,94,34,YA,kuning,False
,cctv_7,SMA Negeri 3 Bekasi,Bekasi,lapangan,2025-12-14 13:35:00,53,81,YA,kuning,False
,cctv_30,SMP Negeri 3 Yogyakarta,Yogyakarta,toilet,2025-12-14 07:39:00,7,60,TIDAK,hijau,False
,cctv_16,SMA Negeri 3 Bekasi,Bekasi,lapangan,2025-12-14 13:21:00,66,52,YA,kuning,False
,cctv_10,SMK Negeri 1 Surabaya,Surabaya,toilet,2025-12-14 13:51:00,75,75,YA,kuning,False
,cctv_18,SMK Negeri 2 Depok,Depok,lapangan,2025-12-14 11:35:00,40,44,YA,kuning,False
,cctv_36,SMP Negeri 1 Denpasar,Denpasar,kantin,2025-12-14 09:05:00,98,98,YA,merah,False
,cctv_1,SMK Negeri 2 Surakarta,Surakarta,lapangan,2025-12-14 07:49:00,85,41,YA,kuning,False
,cctv_34,SMA Negeri 2 Malang,Malang,toilet,2025-12-14 12:55:00,60,34,TIDAK,hijau,False
,cctv_35,SMA Negeri 4 Surabaya,Surabaya,lapangan,2025-12-14 12:36:00,51,81,TIDAK,hijau,False
,cctv_6,SMK Negeri 1 Makassar,Makassar,kelas,2025-12-14 11:28:00,55,50,YA,kuning,False
,cctv_26,SMP Negeri 3 Malang,Malang,lorong,2025-12-14 07:03:00,54,64,YA,kuning,False
,cctv_14,SMK Negeri 1 Mataram,Mataram,lapangan,2025-12-14 19:59:00,81,41,YA,merah,False
,cctv_38,SMP Negeri 2 Denpasar,Denpasar,parkir,2025-12-14 09:03:00,26,36,TIDAK,hijau,False
,cctv_14,SMP Swasta ABC Surabaya,Surabaya,kantin,2025-12-14 07:17:00,82,38,YA,kuning,False
,cctv_24,SMP Negeri 1 Makassar,Makassar,kelas,2025-12-14 09:05:00,69,83,YA,kuning,False
,cctv_44,SMP Negeri 3 Bekasi,Bekasi,gerbang,2025-12-14 15:30:00,28,71,YA,kuning,False
,cctv_14,SMP Negeri 1 Jakarta,Jakarta,kantin,2025-12-14 10:06:00,35,32,TIDAK,hijau,False
,cctv_37,SMP Negeri 3 Makassar,Makassar,lorong,2025-12-14 12:52:00,34,71,TIDAK,hijau,False
,cctv_9,SMA Negeri 3 Medan,Medan,kelas,2025-12-14 11:39:00,35,31,YA,kuning,False
,cctv_15,SMP Swasta ABC Tangerang,Tangerang,lorong,2025-12-14 07:05:00,88,44,YA,kuning,False
,cctv_3,SMK Negeri 2 Surabaya,Surabaya,parkir,2025-12-14 14:08:00,38,93,YA,merah,False
,cctv_33,SMA Swasta XYZ Surabaya,Surabaya,toilet,2025-12-14 14:44:00,89,52,YA,kuning,False
,cctv_14,SMP Negeri 3 Yogyakarta,Yogyakarta,toilet,2025-12-14 13:23:00,41,42,YA,kuning,False
,cctv_15,SMA Negeri 3 Palembang,Palembang,lorong,2025-12-14 10:04:00,7,99,TIDAK,hijau,False
,cctv_8,SMP Negeri 4 Yogyakarta,Yogyakarta,toilet,2025-12-14 07:20:00,29,84,YA,kuning,False
,cctv_32,SMP Negeri 2 Mataram,Mataram,toilet,2025-12-14 10:28:00,74,87,TIDAK,hijau,False
,cctv_7,SMK Negeri 1 Bandung,Bandung,lorong,2025-12-14 10:31:00,68,49,TIDAK,hijau,False
,cctv_30,SMP Swasta ABC Palembang,Palembang,parkir,2025-12-14 21:37:00,49,33,YA,merah,False
,cctv_22,SMP Negeri 2 Malang,Malang,lapangan,2025-12-14 06:02:00,72,34,YA,merah,False
,cctv_9,SMA Swasta XYZ Denpasar,Denpasar,parkir,2025-12-14 15:45:00,4,94,YA,merah,False
,cctv_18,SMP Swasta ABC Mataram,Mataram,kantin,2025-12-14 12:32:00,1,91,TIDAK,hijau,False
,cctv_33,SMK Negeri 2 Palembang,Palembang,lorong,2025-12-14 10:18:00,96,83,TIDAK,hijau,False
,cctv_10,SMA Negeri 2 Denpasar,Denpasar,lorong,2025-12-14 15:56:00,12,53,TIDAK,hijau,False
,cctv_37,SMP Swasta ABC Tangerang,Tangerang,kantin,2025-12-14 07:57:00,69,46,YA,kuning,False
,cctv_31,SMK Negeri 2 Makassar,Makassar,lapangan,2025-12-14 18:53:00,42,57,YA,merah,False
,cctv_11,SMA Negeri 2 Medan,Medan,lapangan,2025-12-14 15:58:00,67,41,YA,kuning,False
,cctv_39,SMK Negeri 2 Bandung,Bandung,kantin,2025-12-14 20:41:00,97,35,YA,merah,False
,cctv_32,SMA Negeri 1 Semarang,Semarang,toilet,2025-12-14 07:33:00,85,69,YA,kuning,False
,cctv_26,SMK Negeri 1 Surabaya,Surabaya,kantin,2025-12-14 20:21:00,37,92,YA,merah,False
,cctv_20,SMK Negeri 2 Mataram,Mataram,toilet,2025-12-14 07:44:00,30,96,YA,merah,False
,cctv_13,SMA Negeri 2 Bandung,Bandung,toilet,2025-12-14 12:58:00,63,97,TIDAK,hijau,False
,cctv_9,SMK Negeri 1 Surakarta,Surakarta,lorong,2025-12-14 11:57:00,53,98,YA,merah,False
,cctv_39,SMA Negeri 4 Denpasar,Denpasar,lorong,2025-12-14 17:55:00,27,41,YA,merah,False
,cctv_10,SMP Negeri 4 Surabaya,Surabaya,lapangan,2025-12-14 10:20:00,11,35,TIDAK,hijau,False
,cctv_38,SMA Negeri 2 Yogyakarta,Yogyakarta,kantin,2025-12-14 15:09:00,60,34,YA,kuning,False
,cctv_31,SMA Negeri 4 Mataram,Mataram,toilet,2025-12-14 14:51:00,18,94,YA,merah,False
,cctv_34,SMP Swasta ABC Medan,Medan,kelas,2025-12-14 07:36:00,45,81,YA,kuning,False
,cctv_42,SMA Negeri 1 Denpasar,Denpasar,gerbang,2025-12-14 11:23:00,53,60,YA,kuning,False
,cctv_12,SMK Negeri 2 Depok,Depok,kelas,2025-12-14 11:29:00,40,76,YA,kuning,False
,cctv_23,SMK Negeri 1 Surakarta,Surakarta,lorong,2025-12-14 07:38:00,3,52,TIDAK,hijau,False
,cctv_37,SMP Negeri 1 Medan,Medan,toilet,2025-12-14 07:16:00,61,94,YA,merah,False
,cctv_30,SMA Negeri 4 Bekasi,Bekasi,toilet,2025-12-14 15:16:00,84,99,YA,merah,False
,cctv_30,SMA Negeri 1 Makassar,Makassar,parkir,2025-12-14 12:01:00,46,64,TIDAK,hijau,False
,cctv_6,SMP Swasta ABC Jakarta,Jakarta,parkir,2025-12-14 14:23:00,81,57,YA,kuning,False
,cctv_41,SMA Negeri 1 Medan,Medan,kelas,2025-12-14 12:11:00,49,86,TIDAK,hijau,False
,cctv_13,SMP Negeri 3 Mataram,Mataram,kelas,2025-12-14 08:20:00,30,60,TIDAK,hijau,False
,cctv_20,SMK Negeri 2 Mataram,Mataram,lapangan,2025-12-14 13:41:00,56,36,YA,kuning,False
,cctv_10,SMK Negeri 2 Malang,Malang,lorong,2025-12-14 12:54:00,52,62,TIDAK,hijau,False
,cctv_19,SMA Swasta XYZ Malang,Malang,lorong,2025-12-14 12:00:00,43,35,TIDAK,hijau,False
,cctv_34,SMA Negeri 4 Denpasar,Denpasar,lorong,2025-12-14 15:04:00,12,52,TIDAK,hijau,False
,cctv_31,SMK Negeri 2 Tangerang,Tangerang,kantin,2025-12-14 08:08:00,43,37,YA,kuning,False
,cctv_32,SMA Negeri 4 Makassar,Makassar,lorong,2025-12-14 19:22:00,13,33,YA,kuning,False
,cctv_37,SMA Swasta XYZ Yogyakarta,Yogyakarta,parkir,2025-12-14 07:58:00,50,88,YA,merah,False
,cctv_11,SMA Negeri 1 Surakarta,Surakarta,kelas,2025-12-14 08:18:00,43,85,YA,kuning,False
,cctv_4,SMK Negeri 2 Jakarta,Jakarta,toilet,2025-12-14 10:56:00,2,48,TIDAK,hijau,False
,cctv_34,SMA Negeri 3 Palembang,Palembang,parkir,2025-12-14 15:36:00,57,57,YA,kuning,False
,cctv_1,SMP Negeri 3 Palembang,Palembang,toilet,2025-12-14 15:57:00,12,85,YA,kuning,False
,cctv_43,SMP Negeri 1 Denpasar,Denpasar,lapangan,2025-12-14 10:25:00,43,72,TIDAK,hijau,False
,cctv_23,SMA Negeri 1 Jakarta,Jakarta,kantin,2025-12-14 12:29:00,85,71,TIDAK,hijau,False
,cctv_31,SMA Negeri 3 Denpasar,Denpasar,lorong,2025-12-14 12:33:00,74,48,TIDAK,hijau,False
,cctv_44,SMP Negeri 1 Bekasi,Bekasi,kelas,2025-12-14 08:18:00,76,78,YA,kuning,False
,cctv_22,SMP Negeri 3 Yogyakarta,Yogyakarta,gerbang,2025-12-14 13:27:00,63,49,YA,kuning,False
,cctv_2,SMP Negeri 1 Semarang,Semarang,lorong,2025-12-14 13:59:00,7,69,TIDAK,hijau,False
,cctv_38,SMP Negeri 4 Palembang,Palembang,toilet,2025-12-14 13:14:00,47,37,YA,kuning,False
,cctv_38,SMP Negeri 3 Denpasar,Denpasar,kantin,2025-12-14 12:11:00,89,73,TIDAK,hijau,False
,cctv_41,SMP Negeri 1 Semarang,Semarang,parkir,2025-12-14 12:02:00,94,66,TIDAK,hijau,False
,cctv_17,SMP Negeri 1 Yogyakarta,Yogyakarta,kelas,2025-12-14 09:49:00,33,33,YA,kuning,False
,cctv_47,SMP Negeri 2 Surabaya,Surabaya,lorong,2025-12-14 13:30:00,93,45,YA,kuning,False
,cctv_9,SMK Negeri 2 Makassar,Makassar,toilet,2025-12-14 13:49:00,71,35,YA,kuning,False
,cctv_43,SMP Negeri 1 Tangerang,Tangerang,gerbang,2025-12-14 07:09:00,35,31,YA,kuning,False
,cctv_11,SMP Negeri 2 Surakarta,Surakarta,gerbang,2025-12-14 10:46:00,5,40,TIDAK,hijau,False
,cctv_50,SMK Negeri 1 Depok,Depok,kelas,2025-12-14 08:52:00,47,88,YA,merah,False
,cctv_22,SMP Negeri 3 Yogyakarta,Yogyakarta,gerbang,2025-12-14 20:55:00,50,95,YA,merah,False
,cctv_9,SMP Negeri 1 Jakarta,Jakarta,kantin,2025-12-14 12:43:00,11,75,TIDAK,hijau,False
,cctv_5,SMA Negeri 2 Medan,Medan,kelas,2025-12-14 10:21:00,21,72,TIDAK,hijau,False
,cctv_17,SMK Negeri 1 Mataram,Mataram,lapangan,2025-12-14 07:21:00,97,50,YA,kuning,False
,cctv_12,SMP Negeri 1 Makassar,Makassar,lapangan,2025-12-14 12:33:00,70,74,TIDAK,hijau,False
,cctv_11,SMP Negeri 1 Mataram,Mataram,parkir,2025-12-14 13:11:00,60,67,YA,kuning,False
,cctv_28,SMA Negeri 1 Makassar,Makassar,lorong,2025-12-14 12:05:00,25,38,TIDAK,hijau,False
,cctv_18,SMP Negeri 4 Makassar,Makassar,toilet,2025-12-14 14:10:00,68,88,YA,merah,False
,cctv_16,SMK Negeri 2 Tangerang,Tangerang,kantin,2025-12-14 13:31:00,56,75,YA,kuning,False
,cctv_23,SMK Negeri 2 Bekasi,Bekasi,parkir,2025-12-14 07:27:00,48,79,YA,kuning,False
,cctv_45,SMP Negeri 1 Malang,Malang,kelas,2025-12-14 10:45:00,54,60,TIDAK,hijau,False
,cctv_34,SMP Negeri 3 Bandung,Bandung,kelas,2025-12-14 10:22:00,89,34,TIDAK,hijau,False
,cctv_17,SMA Negeri 4 Jakarta,Jakarta,parkir,2025-12-14 13:10:00,62,61,YA,kuning,False
,cctv_28,SMP Swasta ABC Bekasi,Bekasi,toilet,2025-12-14 15:31:00,83,52,YA,kuning,False
,cctv_18,SMP Negeri 3 Surakarta,Surakarta,kantin,2025-12-14 12:26:00,1,75,TIDAK,hijau,False
,cctv_16,SMK Negeri 2 Bekasi,Bekasi,toilet,2025-12-14 15:55:00,8,82,YA,kuning,False
,cctv_10,SMA Negeri 3 Bandung,Bandung,lorong,2025-12-14 08:41:00,35,65,YA,kuning,False
,cctv_1,SMA Negeri 2 Malang,Malang,lorong,2025-12-14 10:17:00,26,58,TIDAK,hijau,False
,cctv_28,SMK Negeri 1 Denpasar,Denpasar,gerbang,2025-12-14 08:22:00,71,74,YA,kuning,False
,cctv_38,SMP Negeri 3 Medan,Medan,lapangan,2025-12-14 13:12:00,68,79,YA,kuning,False
,cctv_25,SMP Negeri 3 Palembang,Palembang,toilet,2025-12-14 20:14:00,33,47,YA,merah,False
,cctv_34,SMP Swasta ABC Makassar,Makassar,toilet,2025-12-14 10:08:00,24,96,TIDAK,hijau,False
,cctv_1,SMA Negeri 4 Yogyakarta,Yogyakarta,lapangan,2025-12-14 15:52:00,85,54,YA,kuning,False
,cctv_36,SMP Negeri 4 Malang,Malang,kantin,2025-12-14 10:13:00,42,43,TIDAK,hijau,False
,cctv_14,SMP Negeri 4 Medan,Medan,lapangan,2025-12-14 19:43:00,15,64,YA,kuning,False
,cctv_17,SMP Negeri 3 Surakarta,Surakarta,parkir,2025-12-14 07:24:00,58,48,YA,kuning,False
,cctv_44,SMA Swasta XYZ Makassar,Makassar,toilet,2025-12-14 10:25:00,50,46,TIDAK,hijau,False
,cctv_1,SMP Negeri 2 Denpasar,Denpasar,toilet,2025-12-14 10:07:00,25,68,TIDAK,hijau,False
,cctv_33,SMP Negeri 3 Yogyakarta,Yogyakarta,gerbang,2025-12-14 10:45:00,90,56,TIDAK,hijau,False
,cctv_36,SMP Swasta ABC Surabaya,Surabaya,parkir,2025-12-14 17:36:00,39,62,YA,merah,False
,cctv_16,SMP Negeri 3 Tangerang,Tangerang,toilet,2025-12-14 13:11:00,77,33,YA,kuning,False
,cctv_45,SMP Negeri 3 Malang,Malang,gerbang,2025-12-14 15:28:00,86,54,YA,kuning,False
,cctv_23,SMA Negeri 3 Makassar,Makassar,gerbang,2025-12-14 12:14:00,89,47,TIDAK,hijau,False
,cctv_1,SMK Negeri 1 Surabaya,Surabaya,kelas,2025-12-14 10:07:00,96,88,TIDAK,hijau,False
,cctv_47,SMA Negeri 4 Medan,Medan,kelas,2025-12-14 06:19:00,57,47,YA,merah,False
,cctv_48,SMK Negeri 2 Depok,Depok,kelas,2025-12-14 10:38:00,1,57,TIDAK,hijau,False
,cctv_33,SMP Negeri 1 Makassar,Makassar,lorong,2025-12-14 13:26:00,64,37,YA,kuning,False
,cctv_28,SMP Negeri 2 Malang,Malang,gerbang,2025-12-14 13:55:00,77,50,YA,kuning,False
,cctv_15,SMP Negeri 1 Jakarta,Jakarta,lorong,2025-12-14 12:21:00,7,48,TIDAK,hijau,False
,cctv_17,SMA Negeri 4 Surabaya,Surabaya,gerbang,2025-12-14 13:16:00,85,41,YA,kuning,False
,cctv_48,SMP Negeri 3 Bekasi,Bekasi,gerbang,2025-12-14 21:18:00,64,56,YA,merah,False
,cctv_38,SMP Negeri 4 Denpasar,Denpasar,kelas,2025-12-14 12:40:00,35,60,TIDAK,hijau,False
,cctv_32,SMP Swasta ABC Surakarta,Surakarta,parkir,2025-12-14 15:54:00,37,31,YA,kuning,False
,cctv_48,SMA Negeri 1 Palembang,Palembang,lorong,2025-12-14 08:58:00,93,68,YA,kuning,False
,cctv_41,SMP Negeri 1 Denpasar,Denpasar,kantin,2025-12-14 12:04:00,86,89,TIDAK,hijau,False
,cctv_45,SMP Negeri 1 Bandung,Bandung,lorong,2025-12-14 07:45:00,10,44,TIDAK,hijau,False
,cctv_35,SMA Negeri 1 Jakarta,Jakarta,toilet,2025-12-14 10:53:00,22,92,TIDAK,hijau,False
,cctv_7,SMP Negeri 4 Makassar,Makassar,parkir,2025-12-14 16:33:00,12,71,YA,kuning,False
,cctv_42,SMP Negeri 1 Malang,Malang,parkir,2025-12-14 12:21:00,38,49,TIDAK,hijau,False
,cctv_32,SMP Swasta ABC Depok,Depok,lapangan,2025-12-14 10:14:00,40,74,TIDAK,hijau,False
,cctv_24,SMP Negeri 1 Medan,Medan,kelas,2025-12-14 07:49:00,96,98,YA,merah,False
,cctv_7,SMK Negeri 2 Yogyakarta,Yogyakarta,toilet,2025-12-14 12:39:00,43,95,TIDAK,hijau,False
,cctv_1,SMK Negeri 2 Jakarta,Jakarta,kelas,2025-12-14 18:59:00,48,67,YA,merah,False
,cctv_23,SMA Swasta XYZ Surakarta,Surakarta,lorong,2025-12-14 11:03:00,57,100,YA,merah,False
,cctv_36,SMA Negeri 1 Tangerang,Tangerang,lorong,2025-12-14 15:06:00,51,95,YA,merah,False
,cctv_47,SMA Negeri 2 Medan,Medan,gerbang,2025-12-14 12:38:00,87,63,TIDAK,hijau,False
,cctv_17,SMA Negeri 4 Semarang,Semarang,lorong,2025-12-14 07:07:00,25,96,YA,merah,False
,cctv_37,SMP Negeri 4 Palembang,Palembang,kelas,2025-12-14 19:31:00,75,31,YA,merah,False
,cctv_41,SMP Negeri 3 Mataram,Mataram,kelas,2025-12-14 20:39:00,91,39,YA,merah,False
,cctv_50,SMA Swasta XYZ Bekasi,Bekasi,parkir,2025-12-14 12:16:00,98,76,TIDAK,hijau,False
,cctv_43,SMP Negeri 1 Palembang,Palembang,lapangan,2025-12-14 10:30:00,7,38,TIDAK,hijau,False
,cctv_4,SMK Negeri 1 Malang,Malang,lorong,2025-12-14 20:55:00,99,36,YA,merah,False
,cctv_46,SMP Negeri 2 Surabaya,Surabaya,lorong,2025-12-14 12:24:00,40,74,TIDAK,hijau,False
,cctv_19,SMP Negeri 3 Tangerang,Tangerang,kelas,2025-12-14 07:06:00,17,35,TIDAK,hijau,False
,cctv_49,SMA Negeri 2 Tangerang,Tangerang,lorong,2025-12-14 12:38:00,35,89,TIDAK,hijau,False
,cctv_46,SMK Negeri 2 Denpasar,Denpasar,lapangan,2025-12-14 09:04:00,80,88,YA,merah,False
,cctv_8,SMA Swasta XYZ Medan,Medan,toilet,2025-12-14 13:18:00,83,77,YA,kuning,False
,cctv_30,SMP Swasta ABC Bekasi,Bekasi,lorong,2025-12-14 14:55:00,43,48,YA,kuning,False
,cctv_50,SMA Negeri 2 Tangerang,Tangerang,toilet,2025-12-14 10:38:00,48,85,TIDAK,hijau,False
,cctv_42,SMK Negeri 2 Mataram,Mataram,lapangan,2025-12-14 07:44:00,34,55,YA,kuning,False
,cctv_5,SMA Negeri 1 Bandung,Bandung,kantin,2025-12-14 07:38:00,35,66,YA,kuning,False
,cctv_4,SMA Swasta XYZ Yogyakarta,Yogyakarta,lapangan,2025-12-14 15:24:00,75,78,YA,kuning,False
,cctv_47,SMP Negeri 3 Depok,Depok,lorong,2025-12-14 15:51:00,87,93,YA,merah,False
,cctv_12,SMA Negeri 2 Depok,Depok,lorong,2025-12-14 12:57:00,90,93,TIDAK,hijau,False
,cctv_17,SMK Negeri 2 Semarang,Semarang,lorong,2025-12-14 10:55:00,56,80,TIDAK,hijau,False
,cctv_32,SMA Negeri 3 Palembang,Palembang,kantin,2025-12-14 07:06:00,55,69,YA,kuning,False
,cctv_33,SMA Negeri 3 Mataram,Mataram,parkir,2025-12-14 14:46:00,78,66,YA,kuning,False
,cctv_7,SMP Negeri 1 Tangerang,Tangerang,kantin,2025-12-14 13:45:00,2,90,YA,merah,False
,cctv_22,SMA Negeri 3 Surakarta,Surakarta,toilet,2025-12-14 12:10:00,73,72,TIDAK,hijau,False
,cctv_4,SMK Negeri 2 Yogyakarta,Yogyakarta,lorong,2025-12-14 15:03:00,71,99,YA,merah,False
,cctv_32,SMA Negeri 2 Semarang,Semarang,lorong,2025-12-14 07:04:00,29,77,YA,kuning,False
,cctv_15,SMK Negeri 2 Malang,Malang,lapangan,2025-12-14 13:23:00,66,81,YA,kuning,False
,cctv_22,SMP Negeri 4 Bekasi,Bekasi,lapangan,2025-12-14 10:37:00,1,83,TIDAK,hijau,False
,cctv_35,SMP Negeri 3 Tangerang,Tangerang,lapangan,2025-12-14 14:42:00,89,75,YA,kuning,False
,cctv_8,SMA Negeri 2 Yogyakarta,Yogyakarta,lorong,2025-12-14 10:30:00,100,57,TIDAK,hijau,False
,cctv_40,SMA Negeri 4 Palembang,Palembang,kantin,2025-12-14 13:24:00,93,65,YA,kuning,False
,cctv_4,SMP Negeri 4 Semarang,Semarang,lapangan,2025-12-14 18:34:00,92,93,YA,merah,False
,cctv_36,SMP Negeri 2 Denpasar,Denpasar,kelas,2025-12-14 12:40:00,84,35,TIDAK,hijau,False
,cctv_14,SMA Swasta XYZ Surabaya,Surabaya,gerbang,2025-12-14 09:28:00,38,53,YA,kuning,False
,cctv_2,SMP Negeri 2 Yogyakarta,Yogyakarta,toilet,2025-12-14 18:49:00,72,77,YA,merah,False
,cctv_38,SMA Negeri 1 Makassar,Makassar,lapangan,2025-12-14 15:04:00,47,83,YA,kuning,False
,cctv_9,SMP Negeri 2 Mataram,Mataram,kantin,2025-12-14 12:40:00,32,100,TIDAK,hijau,False
,cctv_36,SMA Negeri 4 Yogyakarta,Yogyakarta,parkir,2025-12-14 12:04:00,17,96,TIDAK,hijau,False
,cctv_28,SMA Swasta XYZ Mataram,Mataram,kantin,2025-12-14 15:56:00,30,30,TIDAK,hijau,False
,cctv_25,SMK Negeri 2 Makassar,Makassar,toilet,2025-12-14 18:59:00,18,40,YA,kuning,False
,cctv_15,SMP Negeri 3 Tangerang,Tangerang,gerbang,2025-12-14 08:25:00,41,63,YA,kuning,False
,cctv_35,SMP Negeri 1 Tangerang,Tangerang,gerbang,2025-12-14 13:01:00,7,88,YA,merah,False
,cctv_13,SMA Negeri 3 Surakarta,Surakarta,parkir,2025-12-14 21:20:00,46,43,YA,merah,False
,cctv_30,SMP Negeri 3 Yogyakarta,Yogyakarta,kantin,2025-12-14 07:30:00,99,73,YA,kuning,False
,cctv_22,SMA Negeri 1 Denpasar,Denpasar,kelas,2025-12-14 12:09:00,7,68,TIDAK,hijau,False
,cctv_29,SMA Negeri 3 Medan,Medan,lapangan,2025-12-14 10:56:00,27,95,TIDAK,hijau,False
,cctv_5,SMK Negeri 2 Palembang,Palembang,kantin,2025-12-14 07:55:00,1,74,YA,kuning,False
,cctv_48,SMA Negeri 4 Surabaya,Surabaya,kantin,2025-12-14 08:01:00,3,69,TIDAK,hijau,False
,cctv_46,SMP Negeri 3 Surakarta,Surakarta,kelas,2025-12-14 10:34:00,62,48,TIDAK,hijau,False
,cctv_7,SMA Negeri 4 Palembang,Palembang,kantin,2025-12-14 10:30:00,77,58,TIDAK,hijau,False
,cctv_30,SMP Negeri 1 Surakarta,Surakarta,lapangan,2025-12-14 15:34:00,27,49,TIDAK,hijau,False
,cctv_7,SMK Negeri 1 Surakarta,Surakarta,kelas,2025-12-14 07:39:00,51,99,YA,merah,False
,cctv_42,SMK Negeri 2 Surabaya,Surabaya,lapangan,2025-12-14 07:07:00,46,94,YA,merah,False
,cctv_38,SMP Negeri 1 Tangerang,Tangerang,lorong,2025-12-14 07:45:00,97,37,YA,kuning,False
,cctv_25,SMK Negeri 1 Bekasi,Bekasi,lapangan,2025-12-14 07:45:00,52,47,YA,kuning,False
,cctv_24,SMA Negeri 1 Denpasar,Denpasar,lapangan,2025-12-14 10:39:00,17,82,TIDAK,hijau,False
,cctv_42,SMP Negeri 2 Surabaya,Surabaya,toilet,2025-12-14 12:58:00,78,87,TIDAK,hijau,False
,cctv_25,SMA Negeri 2 Jakarta,Jakarta,toilet,2025-12-14 20:17:00,45,32,YA,merah,False
,cctv_4,SMK Negeri 1 Depok,Depok,parkir,2025-12-14 06:52:00,26,100,YA,merah,False
,cctv_12,SMP Swasta ABC Malang,Malang,toilet,2025-12-14 12:03:00,27,99,TIDAK,hijau,False
,cctv_33,SMP Negeri 3 Depok,Depok,lapangan,2025-12-14 13:22:00,96,96,YA,merah,False
,cctv_31,SMP Negeri 3 Palembang,Palembang,parkir,2025-12-14 12:25:00,99,35,TIDAK,hijau,False
,cctv_46,SMK Negeri 2 Makassar,Makassar,kantin,2025-12-14 10:16:00,61,81,TIDAK,hijau,False
,cctv_2,SMP Swasta ABC Surabaya,Surabaya,lapangan,2025-12-14 11:20:00,66,94,YA,merah,False
,cctv_14,SMA Swasta XYZ Makassar,Makassar,toilet,2025-12-14 10:49:00,77,84,TIDAK,hijau,False
,cctv_28,SMP Negeri 2 Tangerang,Tangerang,lorong,2025-12-14 15:02:00,77,43,YA,kuning,False
,cctv_40,SMP Negeri 1 Makassar,Makassar,kelas,2025-12-14 13:00:00,51,39,YA,kuning,False
