tweet_id,text,city,school,sentiment,risk_level,risk_score,category,bullying_detected,created_at,processed_at,retweet_count,like_count
dummy_92_1765679599,"dipukuli teman di kamar mandi sekolah, tapi takut melapor",Bekasi,SMP Swasta ABC Bekasi,negatif,merah,18.0,korban,True,2025-11-30 14:05:19,2025-12-14 10:33:23,20,90
dummy_93_1765679599,anak tetangga gak mau sekolah karena dibully,Mataram,SMA Swasta XYZ Mataram,negatif,merah,16.0,saksi,True,2025-12-05 15:13:19,2025-12-14 10:33:23,14,82
dummy_94_1765679599,"aku ngerasa sedih banget di sekolah, selalu dijauhin teman-teman #mentalhealth @kemdikbud",Bekasi,SMA Swasta XYZ Bekasi,negatif,merah,15.0,saksi,True,2025-12-05 08:17:19,2025-12-14 10:33:23,46,57
dummy_95_1765679599,ada yang tau cara bantu korban bullying?,Makassar,SMA Negeri 2 Makassar,negatif,merah,15.0,korban,True,2025-12-03 11:22:19,2025-12-14 10:33:23,15,35
dummy_96_1765679599,merasa lebih aman di sekolah sekarang #sekolah @school,Palembang,SMP Negeri 2 Palembang,netral,aman,1.0,unknown,False,2025-11-20 01:19:19,2025-12-14 10:33:23,11,28
dummy_97_1765679599,terima kasih buat guru yang bantu atasi bullying,Bandung,SMA Swasta XYZ Bandung,netral,merah,10.0,saksi,True,2025-12-11 23:36:19,2025-12-14 10:33:23,46,32
dummy_98_1765679599,merasa lebih aman di sekolah sekarang #bullying,Palembang,SMP Negeri 1 Palembang,netral,merah,10.0,saksi,True,2025-12-01 18:31:19,2025-12-14 10:33:23,17,37
dummy_99_1765679599,"harusnya sekolah jadi tempat aman, bukan tempat bully",Jakarta,SMP Negeri 1 Jakarta,netral,merah,10.0,saksi,True,2025-12-08 16:52:19,2025-12-14 10:33:23,18,71
dummy_100_1765679599,konseling di sekolah membantu banget #bullying,Depok,SMP Negeri 3 Depok,netral,merah,10.0,saksi,True,2025-11-19 16:36:19,2025-12-14 10:33:23,38,78
dummy_101_1765679599,"sendiri terus di sekolah, gak ada yang mau temanin #pendidikan",Tangerang,SMP Swasta ABC Tangerang,netral,aman,0.0,unknown,False,2025-11-14 03:18:19,2025-12-14 10:33:23,0,17
dummy_102_1765679599,anak tetangga gak mau sekolah karena dibully,Mataram,SMK Negeri 2 Mataram,negatif,merah,15.0,saksi,True,2025-11-22 22:41:19,2025-12-14 10:33:23,21,29
dummy_103_1765679599,"diancam kalau melapor ke guru, jadi diam aja",Bandung,SMP Negeri 1 Bandung,negatif,merah,13.0,saksi,True,2025-12-08 13:12:19,2025-12-14 10:33:23,11,60
dummy_104_1765679599,"aku ngerasa sedih banget di sekolah, selalu dijauhin teman-teman",Malang,SMP Negeri 4 Malang,negatif,merah,14.0,saksi,True,2025-12-09 20:25:19,2025-12-14 10:33:23,29,2
dummy_105_1765679599,"bully itu seru sih, apalagi kalo korban lemah",Surakarta,SMA Negeri 4 Surakarta,negatif,merah,16.0,korban,True,2025-12-03 21:26:19,2025-12-14 10:33:23,22,100
dummy_106_1765679599,"diancam kalau melapor ke guru, jadi diam aja @school",Surabaya,SMA Negeri 1 Surabaya,negatif,merah,12.0,saksi,True,2025-12-09 03:17:19,2025-12-14 10:33:23,32,12
dummy_107_1765679599,"diancam kalau melapor ke guru, jadi diam aja @kemdikbud",Tangerang,SMP Negeri 4 Tangerang,negatif,merah,13.0,saksi,True,2025-12-10 03:36:19,2025-12-14 10:33:23,7,88
dummy_108_1765679599,konseling di sekolah membantu banget,Bandung,SMK Negeri 2 Bandung,netral,aman,2.0,unknown,False,2025-12-06 09:20:19,2025-12-14 10:33:23,50,90
dummy_109_1765679599,uang jajan selalu diambil paksa sama senior,Bandung,SMA Swasta XYZ Bandung,netral,aman,1.0,unknown,False,2025-12-01 10:57:19,2025-12-14 10:33:23,20,21
dummy_110_1765679599,belajar tentang cyberbullying hari ini,Surabaya,SMK Negeri 2 Surabaya,negatif,merah,12.0,saksi,True,2025-11-30 19:55:19,2025-12-14 10:33:23,13,33
dummy_111_1765679599,guru perlu lebih aware sama bullying di sekolah #bullying,Surakarta,SMP Negeri 4 Surakarta,negatif,merah,13.0,saksi,True,2025-11-20 15:38:19,2025-12-14 10:33:23,46,97
dummy_112_1765679599,olimpiade sains di sekolah #bullying,Surabaya,SMA Negeri 3 Surabaya,negatif,merah,12.0,saksi,True,2025-11-30 19:37:19,2025-12-14 10:33:23,31,16
dummy_113_1765679599,kenapa sih ada yang tega bully anak orang?,Jakarta,SMA Negeri 4 Jakarta,negatif,merah,13.0,saksi,True,2025-12-04 22:43:19,2025-12-14 10:33:23,30,74
dummy_114_1765679599,"sendiri terus di sekolah, gak ada yang mau temanin @school",Denpasar,SMP Negeri 3 Denpasar,netral,aman,2.0,unknown,False,2025-11-15 06:05:19,2025-12-14 10:33:23,32,23
dummy_115_1765679599,"harusnya sekolah jadi tempat aman, bukan tempat bully #mentalhealth @teacher",Tangerang,SMP Negeri 2 Tangerang,netral,merah,10.0,saksi,True,2025-11-25 03:26:19,2025-12-14 10:33:23,44,83
dummy_116_1765679599,"capek, setiap hari nangis sepulang sekolah #mentalhealth",Yogyakarta,SMA Negeri 1 Yogyakarta,netral,aman,2.0,unknown,False,2025-11-13 17:35:19,2025-12-14 10:33:23,49,25
dummy_117_1765679599,kenapa ya aku selalu jadi bahan olokan? capek mental,Mataram,SMA Negeri 1 Mataram,netral,aman,2.0,unknown,False,2025-11-29 10:27:19,2025-12-14 10:33:23,13,95
dummy_118_1765679599,konseling di sekolah membantu banget,Yogyakarta,SMA Negeri 4 Yogyakarta,netral,aman,2.0,unknown,False,2025-11-21 18:24:19,2025-12-14 10:33:23,16,72
dummy_119_1765679599,konseling di sekolah membantu banget #bullying,Makassar,SMA Negeri 4 Makassar,netral,merah,9.0,saksi,True,2025-12-12 19:53:19,2025-12-14 10:33:23,18,21
dummy_120_1765679599,ada support group untuk korban bullying #pendidikan,Bandung,SMP Negeri 2 Bandung,negatif,merah,16.0,korban,True,2025-11-22 06:31:19,2025-12-14 10:33:23,1,60
dummy_121_1765679599,sekolah yang peduli membuat perbedaan,Depok,SMA Negeri 1 Depok,netral,aman,2.0,unknown,False,2025-12-07 19:58:19,2025-12-14 10:33:23,26,52
dummy_122_1765679599,"ngegangguin dia tuh seru, gak pernah melawan",Yogyakarta,SMK Negeri 2 Yogyakarta,netral,aman,1.0,unknown,False,2025-11-20 00:25:19,2025-12-14 10:33:23,9,26
dummy_123_1765679599,hari ini ada workshop anti bullying di sekolah,Medan,SMA Negeri 3 Medan,negatif,merah,12.0,saksi,True,2025-11-24 23:20:19,2025-12-14 10:33:23,39,5
dummy_124_1765679599,"goblok banget sih dia, gampang banget dibully #bullying",Surakarta,SMP Negeri 1 Surakarta,negatif,merah,18.0,pelaku,True,2025-12-05 13:34:19,2025-12-14 10:33:23,42,58
dummy_125_1765679599,"diancam kalau melapor ke guru, jadi diam aja",Bekasi,SMP Negeri 3 Bekasi,negatif,merah,12.0,saksi,True,2025-12-11 07:19:19,2025-12-14 10:33:23,33,3
dummy_126_1765679599,guru BK peduli sama masalah siswa @teacher,Depok,SMP Negeri 2 Depok,netral,aman,2.0,unknown,False,2025-11-20 00:19:19,2025-12-14 10:33:23,38,67
dummy_127_1765679599,uang jajan selalu diambil paksa sama senior #pendidikan,Mataram,SMA Negeri 2 Mataram,netral,aman,0.0,unknown,False,2025-12-04 11:04:19,2025-12-14 10:33:23,2,17
dummy_128_1765679599,gampang banget nakutin anak baru #sekolah,Mataram,SMP Negeri 3 Mataram,netral,aman,2.0,unknown,False,2025-12-04 10:35:19,2025-12-14 10:33:23,6,82
dummy_129_1765679599,kerja kelompok hari ini seru #mentalhealth,Medan,SMP Swasta ABC Medan,netral,aman,2.0,unknown,False,2025-11-18 09:49:19,2025-12-14 10:33:23,23,88
dummy_130_1765679599,"harusnya sekolah jadi tempat aman, bukan tempat bully",Tangerang,SMA Negeri 4 Tangerang,netral,merah,10.0,saksi,True,2025-12-08 17:02:19,2025-12-14 10:33:23,31,51
dummy_131_1765679599,belajar tentang cyberbullying hari ini #bullying @school,Depok,SMP Negeri 1 Depok,negatif,merah,13.0,saksi,True,2025-12-05 14:00:19,2025-12-14 10:33:23,39,22
dummy_132_1765679599,di sekolahku ada geng yang suka nakut-nakutin adik kelas,Makassar,SMP Negeri 4 Makassar,netral,aman,2.0,unknown,False,2025-12-11 05:28:19,2025-12-14 10:33:23,23,98
dummy_133_1765679599,"dipukuli teman di kamar mandi sekolah, tapi takut melapor",Malang,SMK Negeri 1 Malang,negatif,merah,18.0,korban,True,2025-11-21 04:04:19,2025-12-14 10:33:23,5,86
dummy_134_1765679599,program mentoring di sekolahku bagus #pendidikan,Bekasi,SMP Negeri 3 Bekasi,netral,aman,2.0,unknown,False,2025-11-16 19:37:19,2025-12-14 10:33:23,46,93
dummy_135_1765679599,belajar tentang cyberbullying hari ini,Denpasar,SMA Negeri 3 Denpasar,negatif,merah,13.0,saksi,True,2025-12-05 01:15:19,2025-12-14 10:33:23,14,64
dummy_136_1765679599,guru BK sangat membantu masalahku #pendidikan,Surabaya,SMA Negeri 3 Surabaya,netral,aman,2.0,unknown,False,2025-11-30 01:49:19,2025-12-14 10:33:23,40,90
dummy_137_1765679599,sekolah perlu lebih banyak psikolog,Makassar,SMA Negeri 2 Makassar,netral,aman,2.0,unknown,False,2025-11-16 12:04:19,2025-12-14 10:33:23,1,55
dummy_138_1765679599,hari ini ada workshop anti bullying di sekolah #pendidikan,Palembang,SMA Negeri 3 Palembang,negatif,merah,13.0,saksi,True,2025-12-01 00:23:19,2025-12-14 10:33:23,40,56
dummy_139_1765679599,"harusnya sekolah jadi tempat aman, bukan tempat bully #pendidikan",Surabaya,SMK Negeri 1 Surabaya,netral,merah,10.0,saksi,True,2025-12-09 09:59:19,2025-12-14 10:33:23,22,81
dummy_140_1765679599,guru BK peduli sama masalah siswa #mentalhealth,Denpasar,SMK Negeri 2 Denpasar,netral,aman,2.0,unknown,False,2025-11-24 20:26:19,2025-12-14 10:33:23,43,23
dummy_141_1765679599,"goblok banget sih dia, gampang banget dibully",Depok,SMA Negeri 3 Depok,negatif,merah,18.0,pelaku,True,2025-12-06 00:32:19,2025-12-14 10:33:23,38,63
dummy_142_1765679599,pentingnya empati di lingkungan sekolah,Depok,SMK Negeri 1 Depok,netral,aman,2.0,unknown,False,2025-12-07 16:36:19,2025-12-14 10:33:23,37,42
dummy_143_1765679599,akhirnya ada teman yang mau dengerin ceritaku,Depok,SMP Negeri 3 Depok,netral,aman,2.0,unknown,False,2025-11-14 07:21:19,2025-12-14 10:33:23,25,97
dummy_144_1765679599,guru perlu lebih aware sama bullying di sekolah,Medan,SMK Negeri 1 Medan,negatif,merah,12.0,saksi,True,2025-12-04 16:51:19,2025-12-14 10:33:23,10,32
dummy_145_1765679599,"hari ini ngerjain si culun lagi, wkwk #bullying",Makassar,SMP Negeri 4 Makassar,negatif,merah,13.0,saksi,True,2025-12-06 22:54:19,2025-12-14 10:33:23,31,96
dummy_146_1765679599,pentingnya empati di lingkungan sekolah,Surakarta,SMP Negeri 2 Surakarta,netral,aman,2.0,unknown,False,2025-12-10 01:48:19,2025-12-14 10:33:23,44,64
dummy_147_1765679599,"diancam kalau melapor ke guru, jadi diam aja",Mataram,SMP Negeri 3 Mataram,negatif,merah,13.0,saksi,True,2025-11-28 07:12:19,2025-12-14 10:33:23,37,96
dummy_148_1765679599,"dipukuli teman di kamar mandi sekolah, tapi takut melapor #sekolah",Bekasi,SMP Swasta ABC Bekasi,negatif,merah,18.0,korban,True,2025-11-18 14:45:19,2025-12-14 10:33:23,8,66
dummy_149_1765679599,kampanye anti bullying berhasil di sekolah,Yogyakarta,SMA Negeri 2 Yogyakarta,netral,merah,10.0,saksi,True,2025-12-10 16:20:19,2025-12-14 10:33:23,9,53
dummy_150_1765679599,"harusnya sekolah jadi tempat aman, bukan tempat bully #sekolah @kemdikbud",Medan,SMA Negeri 2 Medan,netral,merah,10.0,saksi,True,2025-11-29 01:57:19,2025-12-14 10:33:23,6,68
dummy_151_1765679599,"dipukuli teman di kamar mandi sekolah, tapi takut melapor",Bandung,SMA Negeri 1 Bandung,negatif,merah,18.0,korban,True,2025-11-24 14:12:19,2025-12-14 10:33:23,42,9
dummy_152_1765679599,akhirnya ada teman yang mau dengerin ceritaku #bullying @school,Surabaya,SMK Negeri 2 Surabaya,negatif,merah,16.0,korban,True,2025-12-03 04:24:19,2025-12-14 10:33:23,44,19
dummy_153_1765679599,kasihan lihat temenku selalu dijauhin dan dihina #mentalhealth,Surakarta,SMP Negeri 1 Surakarta,negatif,merah,15.0,saksi,True,2025-11-29 08:06:19,2025-12-14 10:33:23,23,26
dummy_154_1765679599,liat temen dibully tapi takut ikut campur,Malang,SMP Negeri 2 Malang,negatif,merah,21.0,korban,True,2025-12-05 06:32:19,2025-12-14 10:33:23,43,27
dummy_155_1765679599,kenapa sih ada yang tega bully anak orang?,Denpasar,SMA Negeri 3 Denpasar,negatif,merah,13.0,saksi,True,2025-12-01 23:18:19,2025-12-14 10:33:23,9,74
dummy_156_1765679599,guru perlu lebih aware sama bullying di sekolah @school,Makassar,SMP Negeri 1 Makassar,negatif,merah,13.0,saksi,True,2025-12-10 00:16:19,2025-12-14 10:33:23,22,87
dummy_157_1765679599,"dipukuli teman di kamar mandi sekolah, tapi takut melapor #bullying",Makassar,SMK Negeri 1 Makassar,negatif,merah,21.0,korban,True,2025-12-02 09:24:19,2025-12-14 10:33:23,22,77
dummy_158_1765679599,olimpiade sains di sekolah #bullying,Jakarta,SMK Negeri 2 Jakarta,negatif,merah,13.0,saksi,True,2025-12-03 18:37:19,2025-12-14 10:33:23,39,60
dummy_159_1765679599,"gak mau sekolah lagi, trauma di-bully",Tangerang,SMP Negeri 2 Tangerang,negatif,merah,13.0,saksi,True,2025-11-23 11:39:19,2025-12-14 10:33:23,11,4
dummy_160_1765679599,belajar tentang cyberbullying hari ini,Makassar,SMP Negeri 4 Makassar,negatif,merah,12.0,saksi,True,2025-12-11 21:03:19,2025-12-14 10:33:23,28,2
dummy_161_1765679599,"diancam kalau melapor ke guru, jadi diam aja @kemdikbud",Yogyakarta,SMA Negeri 4 Yogyakarta,negatif,merah,13.0,saksi,True,2025-12-05 21:59:19,2025-12-14 10:33:23,25,26
dummy_162_1765679599,kenapa sih ada yang tega bully anak orang? #mentalhealth @kemdikbud,Palembang,SMP Negeri 1 Palembang,negatif,merah,12.0,saksi,True,2025-11-26 18:28:19,2025-12-14 10:33:23,6,20
dummy_163_1765679599,"capek, setiap hari nangis sepulang sekolah",Semarang,SMP Negeri 3 Semarang,netral,aman,1.0,unknown,False,2025-12-04 08:01:19,2025-12-14 10:33:23,6,40
dummy_164_1765679599,uang jajan selalu diambil paksa sama senior @school,Makassar,SMK Negeri 2 Makassar,netral,aman,1.0,unknown,False,2025-11-20 16:21:19,2025-12-14 10:33:23,14,22
dummy_165_1765679599,"capek, setiap hari nangis sepulang sekolah",Tangerang,SMP Swasta ABC Tangerang,netral,aman,2.0,unknown,False,2025-11-26 01:04:19,2025-12-14 10:33:23,21,57
dummy_166_1765679599,gampang banget nakutin anak baru,Jakarta,SMP Swasta ABC Jakarta,netral,aman,2.0,unknown,False,2025-12-01 20:19:19,2025-12-14 10:33:23,44,35
dummy_167_1765679599,ada yang tau cara bantu korban bullying? #mentalhealth,Yogyakarta,SMK Negeri 2 Yogyakarta,negatif,merah,16.0,korban,True,2025-12-09 14:02:19,2025-12-14 10:33:23,20,76
dummy_168_1765679599,kerja kelompok hari ini seru,Mataram,SMK Negeri 2 Mataram,netral,aman,2.0,unknown,False,2025-11-19 06:51:19,2025-12-14 10:33:23,44,9
dummy_169_1765679599,program mentoring di sekolahku bagus,Yogyakarta,SMA Negeri 2 Yogyakarta,netral,aman,2.0,unknown,False,2025-11-20 14:17:19,2025-12-14 10:33:23,28,61
dummy_170_1765679599,"harusnya sekolah jadi tempat aman, bukan tempat bully #mentalhealth",Bandung,SMP Negeri 4 Bandung,netral,merah,10.0,saksi,True,2025-12-06 15:02:19,2025-12-14 10:33:23,2,98
dummy_171_1765679599,"bully itu seru sih, apalagi kalo korban lemah @school",Palembang,SMP Negeri 4 Palembang,negatif,merah,16.0,korban,True,2025-11-22 14:48:19,2025-12-14 10:33:23,44,66
dummy_172_1765679599,"dipukuli teman di kamar mandi sekolah, tapi takut melapor",Jakarta,SMA Negeri 4 Jakarta,negatif,merah,17.0,korban,True,2025-12-04 15:30:19,2025-12-14 10:33:23,1,23
dummy_173_1765679599,"sendiri terus di sekolah, gak ada yang mau temanin",Malang,SMP Negeri 4 Malang,netral,aman,2.0,unknown,False,2025-12-05 22:28:19,2025-12-14 10:33:23,36,55
dummy_174_1765679599,merasa lebih aman di sekolah sekarang #bullying @school,Makassar,SMK Negeri 2 Makassar,netral,merah,10.0,saksi,True,2025-12-02 02:07:19,2025-12-14 10:33:23,8,88
dummy_175_1765679599,kampanye anti bullying berhasil di sekolah,Semarang,SMP Swasta ABC Semarang,netral,merah,10.0,saksi,True,2025-11-28 08:51:19,2025-12-14 10:33:23,2,95
dummy_176_1765679599,"si lemah itu cemen banget, gampang nangis #pendidikan",Malang,SMP Negeri 1 Malang,netral,aman,2.0,unknown,False,2025-12-05 17:25:19,2025-12-14 10:33:23,44,41
dummy_177_1765679599,liat temen dibully tapi takut ikut campur @teacher,Makassar,SMA Negeri 4 Makassar,negatif,merah,21.0,korban,True,2025-11-21 20:59:19,2025-12-14 10:33:23,43,92
dummy_178_1765679599,gampang banget nakutin anak baru,Surakarta,SMP Negeri 1 Surakarta,netral,aman,0.0,unknown,False,2025-11-16 20:51:19,2025-12-14 10:33:23,16,4
dummy_179_1765679599,teman-teman mulai berubah jadi lebih baik @teacher,Makassar,SMK Negeri 1 Makassar,netral,aman,2.0,unknown,False,2025-12-04 00:12:19,2025-12-14 10:33:23,30,58
dummy_180_1765679599,program mentoring di sekolahku bagus,Mataram,SMA Swasta XYZ Mataram,netral,aman,2.0,unknown,False,2025-11-19 00:53:19,2025-12-14 10:33:23,30,53
dummy_181_1765679599,"si lemah itu cemen banget, gampang nangis #bullying",Yogyakarta,SMA Negeri 1 Yogyakarta,negatif,merah,14.0,pelaku,True,2025-12-11 15:20:19,2025-12-14 10:33:23,1,30
dummy_182_1765679599,senang bisa bantu teman yang dibully,Denpasar,SMA Negeri 2 Denpasar,negatif,merah,16.0,saksi,True,2025-11-23 06:11:19,2025-12-14 10:33:23,5,62
dummy_183_1765679599,konseling di sekolah membantu banget #bullying,Denpasar,SMP Negeri 4 Denpasar,netral,merah,10.0,saksi,True,2025-11-22 11:30:19,2025-12-14 10:33:23,13,44
dummy_184_1765679599,kenapa ya aku selalu jadi bahan olokan? capek mental,Surabaya,SMK Negeri 1 Surabaya,netral,aman,2.0,unknown,False,2025-12-07 15:55:19,2025-12-14 10:33:23,36,33
dummy_185_1765679599,"gak mau sekolah lagi, trauma di-bully",Jakarta,SMK Negeri 2 Jakarta,negatif,merah,15.0,saksi,True,2025-11-30 07:15:19,2025-12-14 10:33:23,43,32
dummy_186_1765679599,"gak mau sekolah lagi, trauma di-bully",Malang,SMP Negeri 2 Malang,negatif,merah,14.0,saksi,True,2025-11-27 21:55:19,2025-12-14 10:33:23,37,6
dummy_187_1765679599,akhirnya ada teman yang mau dengerin ceritaku,Mataram,SMA Swasta XYZ Mataram,netral,aman,2.0,unknown,False,2025-12-02 20:23:19,2025-12-14 10:33:23,4,69
dummy_188_1765679599,program mentoring di sekolahku bagus,Medan,SMA Negeri 4 Medan,netral,aman,2.0,unknown,False,2025-12-07 03:48:19,2025-12-14 10:33:23,32,97
dummy_189_1765679599,"harusnya sekolah jadi tempat aman, bukan tempat bully",Semarang,SMA Negeri 2 Semarang,netral,merah,10.0,saksi,True,2025-11-16 14:56:19,2025-12-14 10:33:23,12,97
dummy_190_1765679599,ada yang tau cara bantu korban bullying?,Bandung,SMA Negeri 1 Bandung,negatif,merah,16.0,korban,True,2025-11-15 20:52:19,2025-12-14 10:33:23,48,79
dummy_191_1765679599,hari ini ada workshop anti bullying di sekolah,Jakarta,SMP Negeri 4 Jakarta,negatif,merah,13.0,saksi,True,2025-11-30 06:08:19,2025-12-14 10:33:23,41,52
dummy_192_1765679599,ada anak di sekolahku yang sering nangis di toilet sendirian #pendidikan,Semarang,SMA Negeri 3 Semarang,netral,aman,2.0,unknown,False,2025-12-10 08:26:19,2025-12-14 10:33:23,29,46
dummy_193_1765679599,ada yang tau cara bantu korban bullying? @teacher,Depok,SMA Negeri 3 Depok,negatif,merah,16.0,korban,True,2025-11-20 16:40:19,2025-12-14 10:33:23,28,38
dummy_194_1765679599,"goblok banget sih dia, gampang banget dibully #pendidikan",Palembang,SMP Negeri 3 Palembang,negatif,merah,18.0,pelaku,True,2025-12-03 15:29:19,2025-12-14 10:33:23,26,99
dummy_195_1765679599,kampanye anti bullying berhasil di sekolah,Tangerang,SMP Negeri 2 Tangerang,netral,merah,10.0,saksi,True,2025-11-22 22:44:19,2025-12-14 10:33:23,37,98
dummy_196_1765679599,guru perlu lebih aware sama bullying di sekolah @teacher,Surabaya,SMA Negeri 2 Surabaya,negatif,merah,13.0,saksi,True,2025-11-20 13:23:19,2025-12-14 10:33:23,45,30
dummy_197_1765679599,kerja kelompok hari ini seru @kemdikbud,Malang,SMA Negeri 4 Malang,netral,aman,1.0,unknown,False,2025-11-25 17:38:19,2025-12-14 10:33:23,32,0
dummy_198_1765679599,olimpiade sains di sekolah,Palembang,SMP Swasta ABC Palembang,netral,aman,2.0,unknown,False,2025-12-12 15:37:19,2025-12-14 10:33:23,38,18
dummy_199_1765679599,anak tetangga gak mau sekolah karena dibully,Semarang,SMA Swasta XYZ Semarang,negatif,merah,16.0,saksi,True,2025-12-13 10:50:19,2025-12-14 10:33:23,43,83
dummy_200_1765679599,asyik ngerjain orang yang gak bisa melawan,Makassar,SMK Negeri 2 Makassar,netral,aman,1.0,unknown,False,2025-12-03 04:46:19,2025-12-14 10:33:23,27,8
dummy_201_1765679599,akhirnya ada teman yang mau dengerin ceritaku #bullying,Jakarta,SMA Negeri 4 Jakarta,negatif,merah,16.0,korban,True,2025-12-06 06:15:19,2025-12-14 10:33:23,8,59
dummy_202_1765679599,kampanye anti bullying berhasil di sekolah,Semarang,SMA Negeri 3 Semarang,netral,merah,10.0,saksi,True,2025-11-17 11:32:19,2025-12-14 10:33:23,14,45
dummy_203_1765679599,"capek, setiap hari nangis sepulang sekolah",Medan,SMK Negeri 2 Medan,netral,aman,1.0,unknown,False,2025-11-16 21:46:19,2025-12-14 10:33:23,25,9
dummy_204_1765679599,senang bisa bantu teman yang dibully #bullying,Denpasar,SMP Negeri 2 Denpasar,negatif,merah,16.0,saksi,True,2025-12-13 04:05:19,2025-12-14 10:33:23,3,68
dummy_205_1765679599,belajar tentang cyberbullying hari ini,Bekasi,SMP Negeri 1 Bekasi,negatif,merah,13.0,saksi,True,2025-12-05 04:07:19,2025-12-14 10:33:23,15,72
dummy_206_1765679599,ada yang tau cara bantu korban bullying?,Mataram,SMA Negeri 2 Mataram,negatif,merah,15.0,korban,True,2025-12-05 10:21:19,2025-12-14 10:33:23,6,26
dummy_207_1765679599,liat temen dibully tapi takut ikut campur,Semarang,SMA Negeri 4 Semarang,negatif,merah,21.0,korban,True,2025-11-25 20:55:19,2025-12-14 10:33:23,31,38
dummy_208_1765679599,terima kasih buat guru yang bantu atasi bullying @teacher,Depok,SMA Negeri 4 Depok,netral,merah,9.0,saksi,True,2025-11-30 14:56:19,2025-12-14 10:33:23,35,7
dummy_209_1765679599,"gak kuat lagi, setiap hari dihina di kelas",Depok,SMP Negeri 1 Depok,negatif,merah,13.0,saksi,True,2025-12-12 07:31:19,2025-12-14 10:33:23,13,50
dummy_210_1765679599,kenapa ya aku selalu jadi bahan olokan? capek mental @kemdikbud,Jakarta,SMP Negeri 4 Jakarta,netral,aman,2.0,unknown,False,2025-12-10 00:06:19,2025-12-14 10:33:23,2,68
dummy_211_1765679599,teman-teman mulai berubah jadi lebih baik,Malang,SMK Negeri 1 Malang,netral,aman,2.0,unknown,False,2025-11-22 14:27:19,2025-12-14 10:33:23,38,51
dummy_212_1765679599,olimpiade sains di sekolah,Medan,SMK Negeri 1 Medan,netral,aman,2.0,unknown,False,2025-11-19 21:26:19,2025-12-14 10:33:23,50,98
dummy_213_1765679599,kampanye anti bullying berhasil di sekolah #bullying,Depok,SMK Negeri 1 Depok,netral,merah,10.0,saksi,True,2025-11-29 07:43:19,2025-12-14 10:33:23,10,79
dummy_214_1765679599,asyik ngerjain orang yang gak bisa melawan,Tangerang,SMP Negeri 1 Tangerang,netral,aman,2.0,unknown,False,2025-11-22 14:18:19,2025-12-14 10:33:23,38,28
dummy_215_1765679599,"harusnya sekolah jadi tempat aman, bukan tempat bully",Makassar,SMA Swasta XYZ Makassar,netral,merah,9.0,saksi,True,2025-11-26 17:22:19,2025-12-14 10:33:23,4,35
dummy_216_1765679599,kenapa ya aku selalu jadi bahan olokan? capek mental,Bandung,SMK Negeri 2 Bandung,netral,aman,2.0,unknown,False,2025-11-21 06:26:19,2025-12-14 10:33:23,38,72
dummy_217_1765679599,guru BK peduli sama masalah siswa,Jakarta,SMA Negeri 2 Jakarta,netral,aman,1.0,unknown,False,2025-12-01 18:58:19,2025-12-14 10:33:23,28,4
dummy_218_1765679599,guru perlu lebih aware sama bullying di sekolah,Malang,SMA Swasta XYZ Malang,negatif,merah,12.0,saksi,True,2025-11-27 23:11:19,2025-12-14 10:33:23,26,7
dummy_219_1765679599,guru BK sangat membantu masalahku #mentalhealth @teacher,Surakarta,SMA Negeri 4 Surakarta,netral,aman,1.0,unknown,False,2025-12-02 02:43:19,2025-12-14 10:33:23,7,40
dummy_220_1765679599,ada support group untuk korban bullying #mentalhealth,Bekasi,SMA Negeri 2 Bekasi,negatif,merah,14.0,korban,True,2025-11-20 03:33:19,2025-12-14 10:33:23,3,11
dummy_221_1765679599,"mau nangis, di-bully terus di sekolah",Depok,SMA Negeri 1 Depok,negatif,merah,13.0,saksi,True,2025-11-24 14:24:19,2025-12-14 10:33:23,34,49
dummy_222_1765679599,"diancam kalau melapor ke guru, jadi diam aja",Medan,SMK Negeri 2 Medan,negatif,merah,12.0,saksi,True,2025-11-13 16:35:19,2025-12-14 10:33:23,14,9
dummy_223_1765679599,kasihan lihat temenku selalu dijauhin dan dihina #bullying,Denpasar,SMA Swasta XYZ Denpasar,negatif,merah,18.0,saksi,True,2025-12-07 04:33:19,2025-12-14 10:33:23,41,9
dummy_224_1765679599,"harusnya sekolah jadi tempat aman, bukan tempat bully",Bandung,SMA Swasta XYZ Bandung,netral,merah,8.0,saksi,True,2025-11-15 04:47:19,2025-12-14 10:33:23,3,3
dummy_225_1765679599,"aku ngerasa sedih banget di sekolah, selalu dijauhin teman-teman",Malang,SMA Negeri 3 Malang,negatif,merah,15.0,saksi,True,2025-12-14 08:42:19,2025-12-14 10:33:23,17,36
dummy_226_1765679599,olimpiade sains di sekolah #bullying,Malang,SMA Swasta XYZ Malang,negatif,merah,13.0,saksi,True,2025-12-03 16:04:19,2025-12-14 10:33:23,42,9
dummy_227_1765679599,ada yang tau cara bantu korban bullying?,Denpasar,SMP Negeri 2 Denpasar,negatif,merah,16.0,korban,True,2025-11-16 12:05:19,2025-12-14 10:33:23,50,61
dummy_228_1765679599,kenapa ya aku selalu jadi bahan olokan? capek mental,Palembang,SMP Negeri 1 Palembang,netral,aman,1.0,unknown,False,2025-12-03 15:08:19,2025-12-14 10:33:23,4,37
dummy_229_1765679599,sekolah perlu lebih banyak psikolog,Surabaya,SMP Negeri 4 Surabaya,netral,aman,2.0,unknown,False,2025-11-22 13:29:19,2025-12-14 10:33:23,49,12
